year	year_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11620	234	Florida St.	-	Totals	-	-	-	-	60	0.273	0.391	0.379	2,001	393	547	110	12	759	26	363	330	84	42	26	439	53	58	14	 
2014	11620	234	Florida St.	-	Opponent Totals	-	-	-	-	60	0.240	0.313	0.332	2,009	217	482	95	4	666	27	197	182	37	13	40	432	62	26	21	 
2014	11620	236	Fordham	-	Totals	-	-	-	-	54	0.260	0.349	0.339	1,744	261	453	85	12	592	10	235	159	89	17	53	351	33	101	41	 
2014	11620	236	Fordham	-	Opponent Totals	-	-	-	-	54	0.292	0.371	0.404	1,869	327	546	89	26	756	23	285	192	54	20	36	366	51	91	23	 
2014	11620	96	Fresno St.	-	Totals	-	-	-	-	57	0.270	0.352	0.386	1,950	281	527	96	9	752	37	254	209	47	19	62	396	50	41	21	 
2014	11620	96	Fresno St.	-	Opponent Totals	-	-	-	-	57	0.261	0.342	0.338	1,939	253	507	83	12	656	14	219	202	47	23	35	343	52	37	24	 
2014	11620	244	Furman	-	Totals	-	-	-	-	59	0.288	0.369	0.390	2,105	345	607	93	15	820	30	304	233	59	37	25	381	48	89	30	 
2014	11620	244	Furman	-	Opponent Totals	-	-	-	-	59	0.284	0.371	0.398	2,057	367	584	103	15	819	34	333	248	55	33	31	398	58	63	22	 
2014	11620	253	Ga. Southern	-	Totals	-	-	-	-	63	0.286	0.369	0.429	2,190	413	627	116	7	940	61	372	256	49	28	27	445	41	89	34	 
2014	11620	253	Ga. Southern	-	Opponent Totals	-	-	-	-	63	0.252	0.327	0.346	2,159	273	545	95	6	748	32	238	192	53	14	35	491	47	67	30	 
2014	11620	1092	Gardner-Webb	-	Totals	-	-	-	-	55	0.255	0.330	0.341	1,856	249	474	78	10	632	20	217	154	61	15	30	378	29	93	31	 
2014	11620	1092	Gardner-Webb	-	Opponent Totals	-	-	-	-	55	0.257	0.319	0.335	1,840	240	472	87	5	617	16	212	159	19	17	49	395	58	50	11	 
2014	11620	248	George Mason	-	Totals	-	-	-	-	56	0.270	0.360	0.357	1,898	270	512	100	10	677	15	236	224	61	29	37	377	50	39	17	 
2014	11620	248	George Mason	-	Opponent Totals	-	-	-	-	56	0.264	0.324	0.331	1,935	224	511	92	8	640	7	202	141	39	18	52	342	33	58	25	 
2014	11620	249	George Washington	-	Totals	-	-	-	-	50	0.255	0.322	0.305	1,645	200	420	58	6	502	4	176	117	54	17	38	207	45	66	31	 
2014	11620	249	George Washington	-	Opponent Totals	-	-	-	-	50	0.286	0.371	0.387	1,667	261	476	86	16	645	17	234	192	51	28	53	241	47	75	25	 
2014	11620	251	Georgetown	-	Totals	-	-	-	-	48	0.260	0.354	0.328	1,609	219	419	73	3	528	10	205	187	56	19	21	331	32	39	22	 
2014	11620	251	Georgetown	-	Opponent Totals	-	-	-	-	48	0.290	0.394	0.396	1,633	323	473	85	22	647	15	281	231	69	28	41	270	31	81	22	 
2014	11620	257	Georgia	-	Totals	-	-	-	-	56	0.256	0.346	0.320	1,893	253	484	69	7	606	13	210	224	48	17	25	398	45	42	18	 
2014	11620	257	Georgia	-	Opponent Totals	-	-	-	-	56	0.267	0.353	0.349	1,912	293	511	88	6	668	19	271	224	40	21	41	337	53	43	12	 
2014	11620	254	Georgia St.	-	Totals	-	-	-	-	56	0.294	0.379	0.460	1,935	356	569	124	9	891	60	334	213	64	20	38	404	40	60	22	 
2014	11620	254	Georgia St.	-	Opponent Totals	-	-	-	-	56	0.305	0.384	0.438	1,987	380	607	116	14	871	40	342	192	75	25	45	341	36	61	32	 
2014	11620	255	Georgia Tech	-	Totals	-	-	-	-	64	0.276	0.349	0.374	2,211	316	611	110	21	826	21	292	208	54	26	54	437	49	54	28	 
2014	11620	255	Georgia Tech	-	Opponent Totals	-	-	-	-	64	0.255	0.350	0.331	2,156	249	549	85	4	714	24	220	270	53	14	47	479	77	40	26	 
2014	11620	260	Gonzaga	-	Totals	-	-	-	-	55	0.266	0.350	0.327	1,791	238	477	68	8	585	8	223	196	48	25	68	301	44	41	16	 
2014	11620	260	Gonzaga	-	Opponent Totals	-	-	-	-	55	0.288	0.365	0.400	1,824	274	525	91	25	729	21	247	187	49	23	62	314	45	50	23	 
2014	11620	261	Grambling	-	Totals	-	-	-	-	48	0.276	0.350	0.376	1,642	273	454	76	20	618	16	248	159	38	19	47	325	36	81	30	 
2014	11620	261	Grambling	-	Opponent Totals	-	-	-	-	48	0.315	0.404	0.450	1,659	317	523	78	16	747	38	287	176	85	22	39	179	35	34	36	 
2014	11620	1104	Grand Canyon	-	Totals	-	-	-	-	53	0.283	0.361	0.369	1,765	298	500	84	16	652	12	257	184	43	21	62	284	41	96	28	 
2014	11620	1104	Grand Canyon	-	Opponent Totals	-	-	-	-	53	0.256	0.335	0.352	1,704	212	436	94	14	600	14	196	163	50	22	37	278	54	32	28	 
2014	11620	272	Hartford	-	Totals	-	-	-	-	54	0.252	0.323	0.334	1,784	231	450	78	13	596	14	210	141	54	16	43	334	30	49	28	 
2014	11620	272	Hartford	-	Opponent Totals	-	-	-	-	54	0.242	0.319	0.314	1,772	204	429	68	12	557	12	185	160	49	19	35	343	34	82	26	 
2014	11620	275	Harvard	-	Totals	-	-	-	-	39	0.250	0.318	0.302	1,281	141	320	52	3	387	3	126	96	37	9	38	225	18	41	7	 
2014	11620	275	Harvard	-	Opponent Totals	-	-	-	-	39	0.267	0.351	0.362	1,233	198	329	53	11	446	14	178	121	47	15	29	259	24	37	14	 
2014	11620	277	Hawaii	-	Totals	-	-	-	-	53	0.249	0.321	0.305	1,750	226	435	59	8	534	8	194	164	31	17	36	304	43	36	20	 
2014	11620	277	Hawaii	-	Opponent Totals	-	-	-	-	53	0.262	0.336	0.333	1,751	237	458	75	13	583	8	195	160	47	24	64	348	39	75	24	 
2014	11620	19651	High Point	-	Totals	-	-	-	-	55	0.280	0.357	0.359	1,957	293	548	75	11	702	19	252	174	74	27	62	329	30	30	19	 
2014	11620	19651	High Point	-	Opponent Totals	-	-	-	-	55	0.227	0.339	0.308	1,773	217	403	64	8	546	21	193	254	60	26	35	384	60	33	28	 
2014	11620	283	Hofstra	-	Totals	-	-	-	-	44	0.274	0.339	0.377	1,484	210	407	79	8	559	19	187	130	22	13	18	252	35	88	35	 
2014	11620	283	Hofstra	-	Opponent Totals	-	-	-	-	44	0.290	0.384	0.384	1,491	254	432	67	10	573	18	222	182	57	16	27	268	48	60	24	 
2014	11620	285	Holy Cross	-	Totals	-	-	-	-	40	0.261	0.347	0.359	1,320	177	344	75	5	474	15	154	135	47	12	28	267	31	48	16	 
2014	11620	285	Holy Cross	-	Opponent Totals	-	-	-	-	40	0.288	0.378	0.381	1,300	215	375	59	8	495	15	191	148	46	11	31	220	21	65	23	 
2014	11620	288	Houston	-	Totals	-	-	-	-	66	0.278	0.373	0.352	2,179	340	606	92	9	767	17	297	292	48	15	65	358	56	84	26	 
2014	11620	288	Houston	-	Opponent Totals	-	-	-	-	66	0.234	0.287	0.313	2,155	187	504	78	7	674	26	172	119	49	17	36	426	51	42	34	 
2014	11620	287	Houston Baptist	-	Totals	-	-	-	-	51	0.293	0.360	0.357	1,808	238	529	63	12	646	10	210	151	49	16	39	292	36	43	16	 
2014	11620	287	Houston Baptist	-	Opponent Totals	-	-	-	-	51	0.286	0.353	0.371	1,792	276	512	76	13	665	17	248	143	56	21	35	257	45	36	28	 
2014	11620	308	IPFW	-	Totals	-	-	-	-	55	0.294	0.384	0.409	1,835	319	539	93	10	751	33	291	229	56	28	20	409	39	34	12	 
2014	11620	308	IPFW	-	Opponent Totals	-	-	-	-	55	0.318	0.429	0.434	1,754	391	558	102	12	762	26	355	302	59	29	50	312	41	77	34	 
2014	11620	302	Ill.-Chicago	-	Totals	-	-	-	-	51	0.304	0.393	0.406	1,790	338	544	86	11	727	25	284	211	66	23	56	326	48	44	23	 
2014	11620	302	Ill.-Chicago	-	Opponent Totals	-	-	-	-	51	0.306	0.386	0.398	1,813	311	555	80	7	721	24	284	180	74	29	36	254	53	56	19	 
2014	11620	301	Illinois	-	Totals	-	-	-	-	53	0.273	0.359	0.365	1,784	253	487	74	14	652	21	233	198	55	22	23	305	51	66	39	 
2014	11620	301	Illinois	-	Opponent Totals	-	-	-	-	53	0.259	0.319	0.347	1,809	205	468	74	2	627	27	185	125	42	16	32	365	46	41	24	 
2014	11620	299	Illinois St.	-	Totals	-	-	-	-	55	0.272	0.378	0.379	1,850	313	504	87	16	701	26	287	262	64	17	23	380	40	48	25	 
2014	11620	299	Illinois St.	-	Opponent Totals	-	-	-	-	55	0.236	0.335	0.308	1,766	225	417	67	12	544	12	196	216	58	20	32	493	45	34	16	 
2014	11620	2743	Incarnate Word	-	Totals	-	-	-	-	50	0.250	0.340	0.313	1,649	210	412	77	9	516	3	181	178	50	6	34	326	40	28	19	 
2014	11620	2743	Incarnate Word	-	Opponent Totals	-	-	-	-	50	0.284	0.373	0.381	1,663	271	473	70	21	633	16	246	198	50	24	44	274	35	84	25	 
2014	11620	306	Indiana	-	Totals	-	-	-	-	59	0.296	0.366	0.434	2,071	370	612	113	22	898	43	339	196	47	21	44	332	36	68	31	 
2014	11620	306	Indiana	-	Opponent Totals	-	-	-	-	59	0.239	0.314	0.310	1,969	177	470	77	9	610	15	163	169	51	11	39	410	48	41	32	 
2014	11620	305	Indiana St.	-	Totals	-	-	-	-	53	0.271	0.361	0.347	1,828	265	496	71	13	635	14	244	192	74	16	35	324	29	70	22	 
2014	11620	305	Indiana St.	-	Opponent Totals	-	-	-	-	53	0.240	0.331	0.321	1,740	222	417	72	6	558	19	211	189	57	17	34	299	37	47	20	 
2014	11620	310	Iona	-	Totals	-	-	-	-	44	0.256	0.341	0.309	1,431	179	366	50	7	442	4	157	149	44	16	14	293	37	68	24	 
2014	11620	310	Iona	-	Opponent Totals	-	-	-	-	44	0.284	0.381	0.379	1,445	274	411	76	11	548	13	238	173	59	12	37	219	33	61	24	 
2014	11620	312	Iowa	-	Totals	-	-	-	-	53	0.296	0.383	0.389	1,869	337	553	83	11	727	23	301	197	82	26	35	354	49	79	22	 
2014	11620	312	Iowa	-	Opponent Totals	-	-	-	-	53	0.278	0.356	0.383	1,807	262	503	86	11	692	27	236	170	57	17	29	337	47	41	16	 
2014	11620	314	Jackson St.	-	Totals	-	-	-	-	56	0.267	0.381	0.359	1,805	341	482	102	8	648	16	294	240	111	29	76	333	36	86	35	 
2014	11620	314	Jackson St.	-	Opponent Totals	-	-	-	-	56	14.774	20.014	19.254	1,863	288	503	87	8	657	17	262	231	76	33	56	361	53	59	25	 
2014	11620	316	Jacksonville	-	Totals	-	-	-	-	54	0.272	0.356	0.354	1,799	259	490	79	13	637	14	235	182	63	19	61	321	47	69	19	 
2014	11620	316	Jacksonville	-	Opponent Totals	-	-	-	-	54	0.284	0.368	0.399	1,833	306	521	97	16	731	27	271	192	64	25	33	321	41	45	23	 
2014	11620	315	Jacksonville St.	-	Totals	-	-	-	-	63	0.294	0.371	0.420	2,252	379	661	126	22	945	38	344	253	45	37	39	468	43	79	20	 
2014	11620	315	Jacksonville St.	-	Opponent Totals	-	-	-	-	63	0.276	0.367	0.382	2,198	353	606	93	16	839	36	324	256	73	23	42	395	57	62	16	 
2014	11620	317	James Madison	-	Totals	-	-	-	-	53	0.277	0.363	0.408	1,847	289	512	104	18	754	34	271	199	57	12	19	367	34	29	20	 
2014	11620	317	James Madison	-	Opponent Totals	-	-	-	-	53	0.333	0.424	0.473	1,886	455	628	116	13	893	41	412	243	72	23	37	306	47	84	31	 
2014	11620	328	Kansas	-	Totals	-	-	-	-	61	0.282	0.370	0.380	2,063	345	582	101	16	784	23	317	231	72	25	76	328	50	41	18	 
2014	11620	328	Kansas	-	Opponent Totals	-	-	-	-	61	0.265	0.327	0.347	2,045	255	542	90	7	709	21	229	157	45	30	40	335	49	56	25	 
2014	11620	327	Kansas St.	-	Totals	-	-	-	-	55	0.283	0.383	0.365	1,828	318	518	82	11	667	15	288	236	79	34	31	317	46	89	17	 
2014	11620	327	Kansas St.	-	Opponent Totals	-	-	-	-	55	0.293	0.361	0.416	1,885	303	553	97	13	784	36	276	177	36	21	36	264	42	62	20	 
2014	11620	1157	Kennesaw St.	-	Totals	-	-	-	-	64	0.298	0.362	0.396	2,275	384	677	103	20	901	27	341	207	40	32	58	363	59	62	22	 
2014	11620	1157	Kennesaw St.	-	Opponent Totals	-	-	-	-	64	0.262	0.342	0.325	2,244	283	589	87	3	730	16	248	219	66	27	58	469	37	66	30	 
2014	11620	331	Kent St.	-	Totals	-	-	-	-	59	0.285	0.370	0.403	2,019	375	575	119	22	813	25	343	195	94	28	31	325	48	75	20	 
2014	11620	331	Kent St.	-	Opponent Totals	-	-	-	-	59	0.236	0.320	0.310	1,928	273	455	78	7	598	17	237	193	55	24	28	418	36	61	18	 
2014	11620	334	Kentucky	-	Totals	-	-	-	-	62	0.299	0.397	0.446	2,194	472	655	121	11	978	60	422	268	109	26	30	406	54	67	20	 
2014	11620	334	Kentucky	-	Opponent Totals	-	-	-	-	62	0.275	0.343	0.377	2,151	319	592	92	10	812	36	282	192	45	27	47	375	60	38	19	 
2014	11620	361	LIU Brooklyn	-	Totals	-	-	-	-	51	0.290	0.373	0.369	1,670	296	485	65	9	616	16	267	175	55	17	22	252	37	67	18	 
2014	11620	361	LIU Brooklyn	-	Opponent Totals	-	-	-	-	51	0.295	0.370	0.421	1,629	288	480	114	13	686	22	251	151	54	18	28	228	42	67	19	 
2014	11620	365	LSU	-	Totals	-	-	-	-	63	0.287	0.367	0.415	2,098	394	602	117	14	870	41	361	223	61	32	53	274	51	49	25	 
2014	11620	365	LSU	-	Opponent Totals	-	-	-	-	63	0.218	0.294	0.285	1,999	180	436	63	2	569	22	171	178	47	23	50	443	44	43	29	 
2014	11620	340	La Salle	-	Totals	-	-	-	-	49	0.267	0.341	0.389	1,696	245	452	83	20	659	28	212	154	46	16	34	334	38	27	10	 
2014	11620	340	La Salle	-	Opponent Totals	-	-	-	-	49	0.300	0.391	0.418	1,704	366	512	97	16	713	24	325	193	77	24	31	292	32	100	15	 
2014	11620	671	La.-Lafayette	-	Totals	-	-	-	-	68	0.317	0.409	0.493	2,314	530	734	141	31	1,141	68	478	278	114	49	80	416	36	109	43	 
2014	11620	671	La.-Lafayette	-	Opponent Totals	-	-	-	-	68	0.242	0.325	0.342	2,253	265	545	105	17	771	29	243	212	75	17	30	472	62	36	23	 
2014	11620	498	La.-Monroe	-	Totals	-	-	-	-	59	0.246	0.336	0.357	1,979	310	486	95	16	706	31	259	216	58	11	54	460	46	55	28	 
2014	11620	498	La.-Monroe	-	Opponent Totals	-	-	-	-	59	0.294	0.384	0.446	2,068	421	608	125	15	922	53	370	240	81	32	48	399	43	77	24	 
2014	11620	342	Lafayette	-	Totals	-	-	-	-	41	0.239	0.317	0.319	1,238	149	296	49	4	395	14	139	94	52	10	31	268	22	32	14	 
2014	11620	342	Lafayette	-	Opponent Totals	-	-	-	-	41	0.257	0.340	0.346	1,255	195	323	49	10	434	14	165	112	52	14	30	238	23	54	15	 
2014	11620	346	Lamar	-	Totals	-	-	-	-	56	0.291	0.380	0.369	1,971	316	573	95	9	728	14	280	238	60	21	41	354	49	51	23	 
2014	11620	346	Lamar	-	Opponent Totals	-	-	-	-	56	0.267	0.348	0.340	1,907	260	510	79	9	649	14	228	182	63	18	61	321	34	45	23	 
2014	11620	352	Lehigh	-	Totals	-	-	-	-	49	0.270	0.346	0.332	1,547	221	417	67	7	513	5	189	131	56	13	31	292	35	78	29	 
2014	11620	352	Lehigh	-	Opponent Totals	-	-	-	-	49	0.271	0.359	0.349	1,540	224	417	68	14	537	8	196	154	69	20	39	333	34	71	22	 
2014	11620	355	Liberty	-	Totals	-	-	-	-	59	0.273	0.350	0.392	2,014	324	549	107	11	789	37	301	181	72	23	45	418	38	40	20	 
2014	11620	355	Liberty	-	Opponent Totals	-	-	-	-	59	0.221	0.294	0.287	1,952	191	431	65	10	561	15	170	177	30	14	41	448	39	45	16	 
2014	11620	28600	Lipscomb	-	Totals	-	-	-	-	61	0.273	0.369	0.385	2,031	351	555	111	20	781	25	314	272	49	24	50	441	41	62	34	 
2014	11620	28600	Lipscomb	-	Opponent Totals	-	-	-	-	61	0.244	0.347	0.345	1,980	298	484	91	14	684	27	266	266	61	31	51	390	65	60	24	 
2014	11620	99	Long Beach St.	-	Totals	-	-	-	-	60	0.260	0.332	0.337	1,945	261	506	83	21	655	8	231	170	54	28	67	340	41	75	34	 
2014	11620	99	Long Beach St.	-	Opponent Totals	-	-	-	-	60	0.238	0.316	0.305	1,919	198	457	72	10	585	12	177	142	86	21	52	330	42	42	32	 
2014	11620	363	Longwood	-	Totals	-	-	-	-	55	0.262	0.325	0.364	1,889	245	494	91	12	687	26	231	162	21	10	25	432	49	58	22	 
2014	11620	363	Longwood	-	Opponent Totals	-	-	-	-	55	0.262	0.346	0.358	1,866	275	489	65	12	668	30	251	201	51	23	48	344	39	79	26	 
2014	11620	366	Louisiana Tech	-	Totals	-	-	-	-	50	0.250	0.322	0.325	1,658	172	414	62	3	539	19	147	148	36	16	37	316	62	53	21	 
2014	11620	366	Louisiana Tech	-	Opponent Totals	-	-	-	-	50	0.283	0.371	0.381	1,704	282	483	75	5	649	27	253	189	62	25	49	247	45	61	19	 
2014	11620	367	Louisville	-	Totals	-	-	-	-	67	0.285	0.378	0.397	2,232	417	636	115	19	885	32	376	246	109	34	61	390	44	133	34	 
2014	11620	367	Louisville	-	Opponent Totals	-	-	-	-	67	0.228	0.323	0.283	2,169	223	495	51	7	614	18	200	249	65	19	55	564	53	52	34	 
2014	11620	370	Loyola Marymount	-	Totals	-	-	-	-	56	0.290	0.356	0.370	1,848	255	536	80	19	684	10	226	136	71	30	72	320	42	75	26	 
2014	11620	370	Loyola Marymount	-	Opponent Totals	-	-	-	-	56	0.259	0.338	0.373	1,839	256	477	107	15	686	24	229	172	63	30	39	330	53	51	26	 
2014	11620	380	Maine	-	Totals	-	-	-	-	53	0.280	0.351	0.366	1,799	251	503	90	9	659	16	218	169	42	23	35	327	33	56	28	 
2014	11620	380	Maine	-	Opponent Totals	-	-	-	-	53	0.278	0.350	0.364	1,779	262	494	102	8	648	12	229	168	44	26	38	324	32	62	14	 
2014	11620	381	Manhattan	-	Totals	-	-	-	-	50	0.233	0.315	0.303	1,612	173	376	70	8	489	9	158	134	65	15	37	334	37	75	21	 
2014	11620	381	Manhattan	-	Opponent Totals	-	-	-	-	50	0.266	0.380	0.335	1,599	280	426	67	11	536	7	232	221	87	23	48	232	51	72	25	 
2014	11620	386	Marist	-	Totals	-	-	-	-	49	0.242	0.347	0.320	1,527	226	370	68	10	488	10	205	179	75	19	38	299	45	58	16	 
2014	11620	386	Marist	-	Opponent Totals	-	-	-	-	49	0.280	0.372	0.350	1,552	278	435	63	6	543	11	249	179	57	15	48	263	35	72	17	 
2014	11620	388	Marshall	-	Totals	-	-	-	-	51	0.231	0.311	0.285	1,619	191	374	55	6	462	7	167	138	61	22	34	338	41	53	30	 
2014	11620	388	Marshall	-	Opponent Totals	-	-	-	-	51	0.262	0.355	0.364	1,661	259	436	81	9	604	23	227	210	43	27	29	345	37	28	23	 
2014	11620	392	Maryland	-	Totals	-	-	-	-	63	0.271	0.378	0.359	2,039	336	553	112	5	732	19	300	240	126	26	78	384	51	85	29	 
2014	11620	392	Maryland	-	Opponent Totals	-	-	-	-	63	0.238	0.321	0.330	2,086	261	497	104	11	689	22	237	211	55	27	35	500	33	44	21	 
2014	11620	400	Massachusetts	-	Totals	-	-	-	-	46	0.257	0.325	0.333	1,542	191	397	69	4	513	13	171	130	30	14	51	346	35	28	25	 
2014	11620	400	Massachusetts	-	Opponent Totals	-	-	-	-	46	0.279	0.372	0.376	1,554	256	433	78	4	585	22	229	159	90	28	31	226	37	62	18	 
2014	11620	402	McNeese St.	-	Totals	-	-	-	-	58	0.277	0.362	0.365	2,035	323	564	94	8	743	23	286	217	66	25	48	309	51	69	30	 
2014	11620	402	McNeese St.	-	Opponent Totals	-	-	-	-	58	0.280	0.367	0.386	2,067	331	579	104	9	797	32	308	229	70	27	46	353	42	41	19	 
2014	11620	404	Memphis	-	Totals	-	-	-	-	59	0.269	0.356	0.338	1,983	304	533	78	4	670	17	262	227	58	31	49	350	48	73	40	 
2014	11620	404	Memphis	-	Opponent Totals	-	-	-	-	59	0.261	0.342	0.342	2,006	283	524	83	8	686	21	261	193	65	23	38	368	43	82	25	 
2014	11620	406	Mercer	-	Totals	-	-	-	-	54	0.289	0.380	0.415	1,781	315	515	84	7	739	42	290	219	51	14	66	356	44	32	26	 
2014	11620	406	Mercer	-	Opponent Totals	-	-	-	-	54	0.268	0.320	0.356	1,809	200	484	67	9	644	25	185	110	39	19	49	363	46	54	14	 
2014	11620	415	Miami (FL)	-	Totals	-	-	-	-	63	0.257	0.350	0.354	2,106	332	541	106	12	746	25	301	267	46	19	68	415	43	59	35	 
2014	11620	415	Miami (FL)	-	Opponent Totals	-	-	-	-	63	0.241	0.318	0.303	2,143	234	516	88	8	650	10	208	207	43	16	56	530	56	39	23	 
2014	11620	414	Miami (OH)	-	Totals	-	-	-	-	57	0.284	0.354	0.399	1,978	313	562	97	25	790	27	281	186	41	24	62	351	39	55	45	 
2014	11620	414	Miami (OH)	-	Opponent Totals	-	-	-	-	57	0.273	0.366	0.386	1,990	340	543	117	23	769	21	292	214	91	22	36	404	36	77	16	 
2014	11620	418	Michigan	-	Totals	-	-	-	-	60	0.256	0.341	0.345	1,956	265	501	92	14	675	18	235	202	66	30	48	355	39	81	30	 
2014	11620	418	Michigan	-	Opponent Totals	-	-	-	-	60	0.241	0.336	0.320	1,957	231	471	94	13	627	12	208	237	49	11	52	440	40	36	24	 
2014	11620	416	Michigan St.	-	Totals	-	-	-	-	57	0.267	0.344	0.359	1,905	260	509	92	10	684	21	230	186	49	24	31	308	40	88	29	 
2014	11620	416	Michigan St.	-	Opponent Totals	-	-	-	-	57	0.245	0.325	0.331	1,865	227	457	80	13	617	18	201	182	48	18	45	355	41	40	39	 
2014	11620	419	Middle Tenn.	-	Totals	-	-	-	-	58	0.269	0.349	0.388	1,940	302	521	107	16	753	31	263	209	44	27	24	406	57	35	19	 
2014	11620	419	Middle Tenn.	-	Opponent Totals	-	-	-	-	58	0.256	0.352	0.337	1,867	278	478	69	8	629	22	243	224	61	18	30	423	52	59	18	 
2014	11620	797	Milwaukee	-	Totals	-	-	-	-	50	0.279	0.357	0.374	1,744	278	486	80	7	652	24	239	158	73	32	16	286	36	77	16	 
2014	11620	797	Milwaukee	-	Opponent Totals	-	-	-	-	50	0.275	0.375	0.365	1,686	283	463	71	8	616	22	241	229	51	14	41	297	49	44	25	 
2014	11620	428	Minnesota	-	Totals	-	-	-	-	51	0.256	0.338	0.335	1,721	213	440	84	8	576	12	192	192	31	16	18	271	45	39	17	 
2014	11620	428	Minnesota	-	Opponent Totals	-	-	-	-	51	0.256	0.339	0.344	1,718	223	439	74	9	591	20	201	175	51	17	32	293	29	49	23	 
2014	11620	430	Mississippi St.	-	Totals	-	-	-	-	63	0.275	0.369	0.340	2,094	311	575	70	9	711	16	282	273	61	36	60	372	55	68	27	 
2014	11620	430	Mississippi St.	-	Opponent Totals	-	-	-	-	63	0.242	0.325	0.305	2,125	228	514	79	8	648	13	198	211	60	16	46	513	49	52	18	 
2014	11620	432	Mississippi Val.	-	Totals	-	-	-	-	41	0.219	0.304	0.264	1,253	103	275	35	6	331	3	82	117	39	11	29	333	21	57	16	 
2014	11620	432	Mississippi Val.	-	Opponent Totals	-	-	-	-	41	0.326	0.424	0.496	1,364	358	445	109	18	677	29	325	204	53	35	20	167	19	71	16	 
2014	11620	434	Missouri	-	Totals	-	-	-	-	52	0.242	0.325	0.309	1,743	191	421	73	7	538	10	166	184	40	17	29	366	45	38	22	 
2014	11620	434	Missouri	-	Opponent Totals	-	-	-	-	52	0.279	0.336	0.368	1,812	243	505	78	13	666	19	220	124	41	16	34	337	40	66	19	 
2014	11620	669	Missouri St.	-	Totals	-	-	-	-	57	0.259	0.346	0.359	1,939	270	502	94	11	696	26	251	232	34	14	38	403	39	52	22	 
